Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
Masters in Management in Ireland,1,TOP SITE,06-12-2021,https://mim-guide.com/schools/united-kingdom-uk-and-ireland/ireland,2,https://collegedunia.com/ireland/article/masters-in-management-in-ireland-top-universities-admission-eligibility-fees-scholarships-jobs,4,https://studyabroad.shiksha.com/ireland/mim-colleges-dc,,,,,,,,,,,41,https://leverageedu.com/blog/ms-in-ireland/,,,14237,Study_Abroad,40,course_Guide,,Study_Abroad-part_1
MBBS in Germany,1,TOP SITE,06-12-2021,https://leverageedu.com/blog/mbbs-in-germany/,6,https://collegedunia.com/germany/article/mbbs-in-germany-top-colleges-mci-approved-courses-fees-scholarships-admissions-scope,19,https://studyabroad.shiksha.com/germany/bachelors-of-medicine-colleges-cl,82,https://www.careers360.com/question-in-which-countries-is-german-medicine-degree-accepted-can-a-german-doctor-persue-pg-in-usa,,,,,,,,,1,https://leverageedu.com/blog/mbbs-in-germany/,,,14419,Study_Abroad,2900,Course_Guide,,Study_Abroad-part_1
MBBS in Germany,1,leverageedu.com,06-12-2021,https://leverageedu.com/blog/mbbs-in-germany/,6,https://collegedunia.com/germany/article/mbbs-in-germany-top-colleges-mci-approved-courses-fees-scholarships-admissions-scope,19,https://studyabroad.shiksha.com/germany/bachelors-of-medicine-colleges-cl,82,https://www.careers360.com/question-in-which-countries-is-german-medicine-degree-accepted-can-a-german-doctor-persue-pg-in-usa,,,,,,,,,1,https://leverageedu.com/blog/mbbs-in-germany/,,,14419,Study_Abroad,2900,Course_Guide,,Study_Abroad-part_1
Masters in Engineering in Germany,1,TOP SITE,06-12-2021,https://www.mastersportal.com/countries/degrees/537051145/master-of-engineering-in-germany.html,3,https://collegedunia.com/germany/article/study-masters-in-engineering-in-germany-top-universities-courses-eligibility-fees-scholarships-jobs,2,https://studyabroad.shiksha.com/germany/meng-colleges-dc,,,,,,,,,,,25,https://leverageedu.com/blog/ms-in-mechanical-engineering-in-germany/,42,https://admission.buddy4study.com/study-abroad/ms-in-germany,14421,Study_Abroad,110,Course_Guide,,Study_Abroad-part_1
Masters in Hospitality Management in UK,1,TOP SITE,06-12-2021,https://www.mastersportal.com/study-options/268927287/hospitality-management-united-kingdom.html,8,https://collegedunia.com/uk/article/masters-in-hospitality-management-in-uk-top-colleges-fees-admissions-scholarships-jobs,15,https://studyabroad.shiksha.com/best-colleges-in-uk-to-study-hospitality-management-articlepage-618,,,,,,,,,,,82,https://leverageedu.com/blog/hotel-management-colleges/,,,14422,Study_Abroad,170,Course_Guide,,Study_Abroad-part_1
Study in Singapore,1,TOP SITE,06-12-2021,https://studyabroad.shiksha.com/singapore,13,https://collegedunia.com/singapore,1,https://studyabroad.shiksha.com/singapore,,,,,,,,,,,17,https://leverageedu.com/blog/study-in-singapore/,,,14423,Study_Abroad,1600,Country_Page,,Study_Abroad-part_1
Study in Singapore,1,shiksha.com,06-12-2021,https://studyabroad.shiksha.com/singapore,13,https://collegedunia.com/singapore,1,https://studyabroad.shiksha.com/singapore,,,,,,,,,,,17,https://leverageedu.com/blog/study-in-singapore/,,,14423,Study_Abroad,1600,Country_Page,,Study_Abroad-part_1
Study in Netherlands,1,TOP SITE,06-12-2021,https://www.studyinholland.nl/,14,https://collegedunia.com/netherlands,2,https://studyabroad.shiksha.com/netherlands,,,,,,,,,,,31,https://leverageedu.com/blog/study-in-netherlands/,,,14424,Study_Abroad,1300,Country_Page,,Study_Abroad-part_1
Study in Canada,1,TOP SITE,06-12-2021,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada.html,5,https://collegedunia.com/canada,3,https://studyabroad.shiksha.com/canada,,,,,,,,,,,56,https://leverageedu.com/blog/study-in-canada-after-12th/,93,https://admission.buddy4study.com/study-abroad/top-courses-to-study-in-canada,14426,Study_Abroad,12100,Niche,,Study_Abroad-part_1
Study in the USA,1,TOP SITE,06-12-2021,https://www.studyusa.com/,5,https://collegedunia.com/usa,6,https://studyabroad.shiksha.com/usa,52,https://studyabroad.careers360.com/articles/top-courses-study-in-usa,30,https://www.collegedekho.com/usa/,,,,,,,24,https://leverageedu.com/blog/study-in-usa/,79,https://admission.buddy4study.com/study-abroad/study-in-usa-after-12th,14427,Study_Abroad,5400,Country_Page,,Study_Abroad-part_1
Study in Australia,1,TOP SITE,06-12-2021,https://www.studyaustralia.gov.au/,4,https://collegedunia.com/australia,2,https://studyabroad.shiksha.com/australia,,,45,https://www.collegedekho.com/australia/,,,,,,,86,https://leverageedu.com/blog/study-in-australia-without-ielts/,77,https://admission.buddy4study.com/study-abroad/study-in-australia,14428,Study_Abroad,5400,Niche,,Study_Abroad-part_1
Study in Malaysia,1,TOP SITE,06-12-2021,https://www.studies-overseas.com/country/study-in-malaysia,9,https://collegedunia.com/malaysia,2,https://studyabroad.shiksha.com/malaysia,,,,,,,,,,,24,https://leverageedu.com/blog/study-in-malaysia/,,,14429,Study_Abroad,390,Niche,,Study_Abroad-part_1
Study in Sweden,1,TOP SITE,06-12-2021,https://studyinsweden.se/,12,https://collegedunia.com/sweden,3,https://studyabroad.shiksha.com/sweden,,,69,https://www.collegedekho.com/sweden/,,,,,,,64,https://leverageedu.com/blog/cost-of-studying-in-sweden/,,,14430,Study_Abroad,1600,Niche,,Study_Abroad-part_1
Study in UK,1,TOP SITE,06-12-2021,https://www.britishcouncil.in/study-uk,7,https://collegedunia.com/uk,4,https://studyabroad.shiksha.com/uk,,,20,https://www.collegedekho.com/united-kingdom/,,,,,,,11,https://leverageedu.com/blog/study-in-uk/,80,https://admission.buddy4study.com/study-abroad/study-in-uk,14431,Study_Abroad,8100,Niche,,Study_Abroad-part_1
Study in New Zealand,1,TOP SITE,06-12-2021,https://www.studyinnewzealand.govt.nz/,41,https://collegedunia.com/new-zealand/article/study-in-new-zealand-requirements-cost-scholarships,3,https://studyabroad.shiksha.com/new-zealand,,,58,https://www.collegedekho.com/new-zealand/,,,,,,,54,https://leverageedu.com/blog/study-in-new-zealand/,,,14432,Study_Abroad,2900,Niche,,Study_Abroad-part_1
Study in Ireland,1,TOP SITE,06-12-2021,http://educationinireland.com/,11,https://collegedunia.com/ireland,2,https://studyabroad.shiksha.com/ireland,,,79,https://www.collegedekho.com/ireland/,,,,,,,43,https://leverageedu.com/blog/ms-in-ireland/,,,14434,Study_Abroad,2400,Niche,,Study_Abroad-part_1
GIC Program,1,TOP SITE,06-12-2021,https://startright.scotiabank.com/student-gic.html,21,https://collegedunia.com/canada/article/gic-funding,,,,,,,,,,,,,,,,,14844,Study_Abroad,50,Niche,,Study_Abroad-part_1
Fee for MBA in Canada,1,TOP SITE,06-12-2021,https://studyabroad.shiksha.com/mba-in-canada-articlepage-1371,2,https://collegedunia.com/canada/article/study-mba-in-canada-for-international-students-fees-requirements-scholarships-eligibility-visa-and-admission-process,1,https://studyabroad.shiksha.com/mba-in-canada-articlepage-1371,12,https://studyabroad.careers360.com/articles/mba-in-canada-know-study-cost,48,https://www.collegedekho.com/study-abroad/articles/mba-in-canada-vs-mba-in-usa/,,,,,10,https://www.embibe.com/exams/study-cost-for-mba-in-canada/,3,https://leverageedu.com/blog/low-cost-mba-in-canada/,36,https://admission.buddy4study.com/study-abroad/mba-in-canada,14845,Study_Abroad,4400,Niche,,Study_Abroad-part_1
Fee for MBA in Canada,1,shiksha.com,06-12-2021,https://studyabroad.shiksha.com/mba-in-canada-articlepage-1371,2,https://collegedunia.com/canada/article/study-mba-in-canada-for-international-students-fees-requirements-scholarships-eligibility-visa-and-admission-process,1,https://studyabroad.shiksha.com/mba-in-canada-articlepage-1371,12,https://studyabroad.careers360.com/articles/mba-in-canada-know-study-cost,48,https://www.collegedekho.com/study-abroad/articles/mba-in-canada-vs-mba-in-usa/,,,,,10,https://www.embibe.com/exams/study-cost-for-mba-in-canada/,3,https://leverageedu.com/blog/low-cost-mba-in-canada/,36,https://admission.buddy4study.com/study-abroad/mba-in-canada,14845,Study_Abroad,4400,Niche,,Study_Abroad-part_1
Student visa in germany,1,TOP SITE,06-12-2021,https://www.germany-visa.org/student-visa/,35,https://collegedunia.com/germany/article/most-common-reasons-for-rejection-of-german-student-visa,13,https://studyabroad.shiksha.com/germany-student-visa-guide-applycontent5777,,,58,https://www.collegedekho.com/germany/visa-process/,,,,,,,31,https://leverageedu.com/blog/germany-study-visa/,99,https://admission.buddy4study.com/study-abroad/germany-student-visa,14846,Study_Abroad,2400,Niche,,Study_Abroad-part_1
Student visa in Australia,1,TOP SITE,06-12-2021,https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/student-500,14,https://collegedunia.com/australia/article/australian-student-visa-requirements-cost-processing-time-rejection-reasons,5,https://studyabroad.shiksha.com/australia-student-visa-guide-applycontent5773,,,,,,,,,,,89,https://leverageedu.com/blog/australia-student-visa/,,,14847,Study_Abroad,4400,Niche,,Study_Abroad-part_1
Student Visa Canada,1,TOP SITE,06-12-2021,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/apply.html,21,https://collegedunia.com/canada/article/canadian-student-visa-application-process-requirements-eligibility-acceptance-rate-and-reasons-for-rejection,11,https://studyabroad.shiksha.com/canada-student-visa-guide-applycontent5772,,,36,https://www.collegedekho.com/canada/visa-process/,,,,,,,,,,,14848,Study_Abroad,12100,Niche,,Study_Abroad-part_1
top universities In USA,1,TOP SITE,06-12-2021,https://www.topuniversities.com/where-to-study/north-america/united-states/ranked-top-100-us-universities,8,https://collegedunia.com/usa-colleges,4,https://studyabroad.shiksha.com/usa/universities,16,https://studyabroad.careers360.com/articles/top-universities-in-usa,17,https://www.collegedekho.com/usa/universities-all/,,,,,,,18,https://leverageedu.com/blog/universities-in-usa/,,,14849,Study_Abroad,8100,Niche,,Study_Abroad-part_1
scholarships for international students in canada,1,TOP SITE,06-12-2021,https://www.scholars4dev.com/6179/scholarships-canada-international-students/,23,https://collegedunia.com/canada/scholarship,84,https://studyabroad.shiksha.com/top-scholarships-to-study-in-canada-articlepage-373,,,,,,,,,,,49,https://leverageedu.com/blog/scholarships-in-canada/,,,14851,Study_Abroad,1600,Niche,,Study_Abroad-part_1
work permit at canada,1,TOP SITE,06-12-2021,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/permit/temporary/eligibility.html,69,https://collegedunia.com/canada/article/work-permit-for-canada-types-requirements-eligibility-and-application-process,38,https://studyabroad.shiksha.com/all-about-post-study-work-permit-in-canada-applycontent5972,,,,,,,,,,,,,,,14853,Study_Abroad,9900,Niche,,Study_Abroad-part_1
Intakes for Canada,1,TOP SITE,06-12-2021,https://www.jeduka.com/intakes-in-canada,10,https://collegedunia.com/canada/article/intakes-in-canada-timeline-for-application-deadlines-for-fall-winter-summer-intake-admission-eligibility-scholarships,11,https://studyabroad.shiksha.com/study-in-canada-timeline-for-september-2022-intake-guidepage-417,,,6,https://www.collegedekho.com/study-abroad/articles/canada-summer-intake-timeline-admission-requirements/,,,,,,,4,https://leverageedu.com/blog/intakes-in-canada/,,,14855,Study_Abroad,1900,Niche,,Study_Abroad-part_1
Student visa in uk,1,TOP SITE,06-12-2021,https://www.gov.uk/student-visa,42,https://collegedunia.com/uk/article/visa-requirements-in-uk-visa-checklist-processing-time-fee-requirements-for-international-students,4,https://studyabroad.shiksha.com/uk-student-visa-guide-applycontent5763,,,86,https://www.collegedekho.com/study-abroad/articles/list-of-documents-required-for-uk-visa-application-for-indian-students/,,,,,,,87,https://leverageedu.com/blog/uk-student-visa/,,,14857,Study_Abroad,8100,Niche,,Study_Abroad-part_1
canada university application deadline,1,TOP SITE,06-12-2021,https://collegedunia.com/canada/article/study-in-canada-how-to-apply-dates-requirements,1,https://collegedunia.com/canada/article/study-in-canada-how-to-apply-dates-requirements,9,https://studyabroad.shiksha.com/study-in-canada-timeline-for-september-2022-intake-guidepage-417,,,43,https://www.collegedekho.com/study-abroad/articles/canada-september-intake-timeline-admission-requirements/,,,,,,,30,https://leverageedu.com/blog/intakes-in-canada/,7,https://admission.buddy4study.com/study-abroad/college-application-deadlines-canada,14858,Study_Abroad,70,Niche,,Study_Abroad-part_1
canada university application deadline,1,collegedunia.com,06-12-2021,https://collegedunia.com/canada/article/study-in-canada-how-to-apply-dates-requirements,1,https://collegedunia.com/canada/article/study-in-canada-how-to-apply-dates-requirements,9,https://studyabroad.shiksha.com/study-in-canada-timeline-for-september-2022-intake-guidepage-417,,,43,https://www.collegedekho.com/study-abroad/articles/canada-september-intake-timeline-admission-requirements/,,,,,,,30,https://leverageedu.com/blog/intakes-in-canada/,7,https://admission.buddy4study.com/study-abroad/college-application-deadlines-canada,14858,Study_Abroad,70,Niche,,Study_Abroad-part_1
us university application deadline for international students,1,TOP SITE,06-12-2021,https://www.mastersportal.com/articles/1650/how-to-apply-to-an-international-university-in-the-us-in-2021.html,4,https://collegedunia.com/usa/article/application-deadlines-for-us-universities,7,https://studyabroad.shiksha.com/when-to-start-your-application-process-to-us-universities-articlepage-1054,,,2,https://www.collegedekho.com/study-abroad/articles/application-deadlines-for-popular-us-universities-for-fall-spring-summer-intakes/,,,,,,,52,https://leverageedu.com/blog/spring-intake-in-usa/,16,https://admission.buddy4study.com/study-abroad/college-application-deadlines-in-usa,14859,Study_Abroad,20,Niche,,Study_Abroad-part_1
education loan in usa for indian students,1,TOP SITE,06-12-2021,https://www.internationalstudentloan.com/countries/india.php,12,https://collegedunia.com/usa/article/education-loans-to-study-in-the-us-a-complete-guide-for-international-students,2,https://studyabroad.shiksha.com/education-loan-for-usa-applycontent61343,98,https://studyabroad.careers360.com/articles/top-education-loan-providers-india-study-abroad,71,https://www.collegedekho.com/study-abroad/articles/documents-required-for-education-loan-to-study-abroad/,,,,,,,15,https://leverageedu.com/blog/student-loans-usa/,24,https://admission.buddy4study.com/study-abroad/education-loan-usa,14860,Study_Abroad,170,Niche,,Study_Abroad-part_1
